username,content,date
cnnbrk,"Prominent South Carolina attorney who said he was shot Saturday, months after his wife and son were killed, says he plans to resign from his law firm and begin an unspecified rehabilitation treatment, according to statement obtained by CNN affiliate WCSC
https://t.co/HW2m28eKJb",2021-09-07 04:17:20+00:00
cnnbrk,"The body of a Virginia woman was found in Glacier National Park in Montana days after she was reported missing. The cause of her death is under investigation.
https://t.co/6VAAFTFEqv",2021-09-06 21:19:36+00:00
cnnbrk,"Michael K. Williams, who played Omar Little on ""The Wire,"" was found dead in his New York apartment. He was 54.
https://t.co/P6XPBOWHMk",2021-09-06 21:09:55+00:00
cnnbrk,"Maria Kolesnikova, a prominent Belarusian opposition figure who led protests against the President, was sentenced to 11 years in prison
https://t.co/DLxA7lidAd",2021-09-06 18:26:16+00:00
cnnbrk,"Jean-Paul Belmondo, star of French New Wave cinema who appeared in the 1960 film ""Breathless,"" dies at 88
https://t.co/TPSbHfaMHj",2021-09-06 17:54:37+00:00
cnnbrk,"The US helped facilitate the departure of four American citizens from Afghanistan via an overland route to a third country, a State official says
https://t.co/uvCM8KEEtl",2021-09-06 16:32:52+00:00
cnnbrk,"French soccer star Jean Pierre-Adams, who fell into a 39-year coma following a botched knee operation, dies at 73
https://t.co/kJbLpsOl6T",2021-09-06 15:35:36+00:00
cnnbrk,"Jan Hecker, the German envoy to China and former foreign policy adviser to Chancellor Angela Merkel, dies nearly two weeks after taking over as ambassador
https://t.co/SJt9IYsMoa",2021-09-06 14:58:41+00:00
cnnbrk,"Panjshir resistance leader backs truce with Taliban to end weeks of fighting
https://t.co/hzVGZybOFl",2021-09-06 04:53:10+00:00
cnnbrk,"Health officials in Flat Rock, Michigan, are urging some residents to evacuate because of hazardous benzene fumes after a gasoline leak at a Ford plant
https://t.co/j9mIGpuGt5",2021-09-05 21:59:08+00:00
cnnbrk,"There appears to be no connection between a Florida ex-Marine who allegedly killed four people this morning — including an infant and its mother — and his victims, the sheriff says
https://t.co/fYjx2AydSF",2021-09-05 20:40:15+00:00
cnnbrk,"A self-described ""survivalist"" outfitted in body armor fatally shot four people, including an infant in their mother's arms, outside Lakeland, Florida, early Sunday, authorities say
https://t.co/Oa5hcLBwPw",2021-09-05 18:05:25+00:00
cnnbrk,"Sarah Harding, a star with the British chart-topping band Girls Aloud, dies at 39 after her battle with breast cancer
https://t.co/6rCef39NBX",2021-09-05 16:18:18+00:00
cnnbrk,Suicide attack targets soldiers in Pakistani city of Quetta https://t.co/tdMDKbwXax,2021-09-05 09:13:15+00:00
cnnbrk,"Willard Scott, former longtime weatherman for ""Today,"" has died, according to the NBC show. He was 87.
https://t.co/dR1XMyatzJ",2021-09-04 20:51:45+00:00
cnnbrk,"Five Navy sailors were declared dead after they disappeared following a helicopter crash 60 miles off the coast of San Diego, California
https://t.co/DQiUvNtJXw",2021-09-04 17:33:35+00:00
cnnbrk,"Violence reportedly breaks out as Afghan women braved the Taliban-controlled streets of Kabul on Saturday to demand equal rights 
https://t.co/Rie9iYVmSH",2021-09-04 16:56:36+00:00
cnnbrk,"President Biden will travel to New Jersey and New York next week to survey widespread damage caused by Hurricane Ida, the White House says https://t.co/v0xIAIxT5i",2021-09-04 15:59:10+00:00
cnnbrk,Texas judge temporarily blocks anti-abortion group from suing Planned Parenthood abortion providers under new law https://t.co/aiOhJEw6bX,2021-09-04 03:12:05+00:00
cnnbrk,"David Patten, who helped the New England Patriots clinch three Super Bowls, has died in a motorcycle crash. He was 47.
https://t.co/sX5PGa2x5i",2021-09-03 21:56:38+00:00
cnnbrk,"European countries reimpose bans on US tourists in response to a recent surge in US Covid cases
https://t.co/JfiYs2sL6b",2021-09-03 20:04:50+00:00
cnnbrk,"President Biden orders a declassification review of documents related to the September 11, 2001, terrorist attacks
https://t.co/k9IZHvDF21",2021-09-03 19:13:26+00:00
cnnbrk,"The ""QAnon Shaman,"" Jacob Chansley, who stormed the Capitol in horns, pleads guilty to a felony for obstructing Electoral College proceedings https://t.co/v3bA1n5U1C",2021-09-03 16:48:58+00:00
cnnbrk,"America's jobs recovery hit a major roadblock in August, with only 235,000 jobs added back to the economy https://t.co/u0MrFEBalb",2021-09-03 12:41:54+00:00
cnnbrk,"New Zealand police have shot and killed a man who injured several people at an Auckland mall, authorities say https://t.co/r3r165S0Uw",2021-09-03 04:05:31+00:00
cnnbrk,"Japanese Prime Minister Suga Yoshihide will not run in his party's forthcoming leadership election, effectively giving up the premiership https://t.co/lO1mHjiknc",2021-09-03 03:58:30+00:00
